Pharmacy Name	Type	Phone	Address	Area/LGA	Verification Status	Live-Verified
Anaco P. Ventures	Retail	0817 535 1606	21 Moshalashi Street, Mushin	Mushin	Verified	Verified from published directory
Astranad Pharmacy	Retail	0814 772 9552	40 Oilyide Street, Mushin	Mushin	Verified	Verified from published directory
B. Emmanuel Pharmacy	Retail	Not listed	13 Akinwunmi Street, Mushin	Mushin	Needs phone verification	
Benmat Pharmacy	Retail	0803 720 4598	11 Aganran Street, Mushin	Mushin	Verified	Verified from published directory
Bishop Pharmacy	Retail	0813 398 0739	10 Tadeyo Street, Mushin	Mushin	Verified	Verified from published directory
Blessed Paul Global Link	Retail	Not listed	240 Mushin Road, Pako Bus stop, Mushin	Mushin	Needs phone verification	
Bonbase Pharmacy	Retail	Not listed	4 Aganran Street, Mushin	Mushin	Needs phone verification	
Bonbet Pharmacy	Retail	Not listed	4 Aganran Street, Mushin	Mushin	Needs phone verification	
Bright Uba Global Resources	Retail	Not listed	24 Agege Motor Road, Mushin	Mushin	Needs phone verification	
C.U. Pedro Pharmaceutics	Retail	0908 330 2818	11 Kelani Street, Off LUTH Access Road, Mushin	Mushin	Verified	Verified from published directory
Ceefam Pharmacy	Retail	0813 054 2764	54 Isolo Road, Mushin	Mushin	Verified	Verified from published directory
Chido Pharmacy	Retail	Not listed	37 Isolo Road, Mushin	Mushin	Needs phone verification	
Chimez Pharmacy	Retail	Not listed	8 Aganran Street, Mushin	Mushin	Needs phone verification	
Churchill Pharmacy	Retail	Not listed	174 Agege Motor Road, Mushin	Mushin	Needs phone verification	
Chydmore Ventures	Retail	0806 869 3487	126 Itire Road, Mushin	Mushin	Verified	Verified from published directory
Cydak Pharmacy	Retail	0803 716 2583	10 Aganran Street, off Agege Motor Road, Mushin	Mushin	Verified	Verified from published directory
Danijoe Pharmaceuticals	Retail	0816 089 5999	220 Agege Motor Road, Mushin	Mushin	Verified	Verified from published directory
De-Law Pharmacy	Retail	0808 721 0988	67 Ishaga Road, Idi Araba, Mushin	Mushin	Verified	Verified from published directory
Derome Pharmacy	Retail	0909 908 1465	5 Ojuwoye Street, off Aganran, Mushin	Mushin	Verified	Verified from published directory
Destiny Pharmacy	Retail	0806 011 9476	27 Isolo Road, Mushin	Mushin	Verified	Verified from published directory
Discount Pharmacy	Retail	Not listed	235 Agege Motor Road, Mushin	Mushin	Needs phone verification	
Famous Pharmacy	Retail	0806 956 8448	1 Olorunsogo Street, Off Ayantuga Street, Mushin	Mushin	Verified	Verified from published directory
G.U. Resources Pharmacy	Retail	Not listed	174 Agege Motor Road, Mushin	Mushin	Needs phone verification	
Gennork Pharmacy	Retail	0906 906 0425	235 Agege Motor Road, Mushin	Mushin	Verified	Verified from published directory
Ikomo Pharmacy	Retail	Not listed	135 Itire Road, Mushin	Mushin	Needs phone verification	
Kabros Pharmacy	Retail	0801 131 3112	28 Isolo Road, Mushin	Mushin	Verified	Verified from published directory
Krisphina Pharmacy	Retail	0817 039 2522	44 Abiodun Street, Mushin	Mushin	Verified	Verified from published directory
More Blessing Pharmacy	Retail	0806 340 3295	Alasalatu Street, Mushin	Mushin	Verified	Verified from published directory
One with God Pharmacy	Retail	0806 282 8927	95 Olateju Street, Mushin	Mushin	Verified	Verified from published directory
PaulyBright Pharmacy	Retail	0803 448 0065	5 Aganran Street, off Agege Motor Road, Mushin	Mushin	Verified	Verified from published directory
Pharmacy Store	Retail	+234 704 090 4691	31/32 Kelani St	Mushin	Phone on record	
Rightview Pharmacy	Retail	0810 336 1952	29 Kelani Street, Mushin	Mushin	Verified	Verified from published directory
Sunshine Pharmacy	Retail	0903 404 4853	227 Agege Motor Road, Mushin	Mushin	Verified	Verified from published directory
Uzobiz Pharmacy	Retail	0817 921 4868	24/26 Isolo Road, Mushin	Mushin	Verified	Verified from published directory
VinPaul Pharmacy	Retail	0803 805 3131	28 Isolo Road, Isolo, Mushin	Mushin	Verified	Verified from published directory
Zomel Pharmacy	Retail	Not listed	170 Agege Motor Road, Mushin	Mushin	Needs phone verification	
Quadcare Pharmacy	Retail	0817 473 2670	250 Ikorodu Road	Obanikoro	Phone on record	
Audion Pharmacy	Retail	0803 281 9555	Aguda, Ogba	Ogba	Verified	Verified from published directory
Brite Aid Pharmaceutical Company	Distributor	0803 325 0827, 0803 703 3776	6 Bolode-Oku Street	Ogba	Phone on record	
Chifrancis Chemist	Retail	0703 378 6746	College Road, Ogba	Ogba	Verified	Verified from published directory
Divine Care Pharmacy	Retail	0810 808 5857	Oke-Ira, Ogba	Ogba	Verified	Verified from published directory
Health Bridge Pharmacy	Retail	0803 939 5526	Oke-Ira, Ogba	Ogba	Verified	Verified from published directory
Healthdome Pharmacy	Retail	0802 666 3850	17 Ijaiye Street, Opposite WAEC, Ogba	Ogba	Verified	Verified from published directory
J.P. Pharmacy	Retail	0709 652 4712	Oke-Ira, Ogba	Ogba	Verified	Verified from published directory
JM & F Specialities	Retail	Not listed	33 Leigh Abisogun Street, Ogba	Ogba	Needs phone verification	
Jost Blossom	Retail	0804 521 4588	Oke-Ira, Ogba	Ogba	Verified	Verified from published directory
Ladelko Pharmacy	Retail	Not listed	35 Yaya Abatan Road, Ogba	Ogba	Needs phone verification	
Midams Pharmacy	Retail	0803 321 3362	30 Ayo Alabi Street, Off Ajayi Road, Ogba	Ogba	Verified	Verified from published directory
NCT Pharmacy	Retail	0803 703 0924	Yaya Abatan, Ogba	Ogba	Verified	Verified from published directory
NHC Pharmaceuticals Ltd	Retail	0704 633 1830	ACME House, Acme, Ogba	Ogba	Verified	Verified from published directory
NHC Pharmacy	Retail	0803 307 4656	23 Acme Road, Acme House, Ogba	Ogba	Verified	Verified from published directory
Shekinah Pharmacy	Retail	Not listed	94 Yaya Abatan Street, Ogba	Ogba	Needs phone verification	
Sholly Pharmacy	Retail	0815 089 1923	Ogba	Ogba	Verified	Verified from published directory
Skylife Pharmacy	Retail	0806 411 5591	College Road, Ogba	Ogba	Verified	Verified from published directory
Ahmex Herbs & Therapy	Herbal/Pharmacy	+234 1 950 2800	101 Oshola Street, Off College Road	Ogba, Ikeja	Phone on record	
All Drugs Pharmacy	Retail	0709 850 1409, 0803 307 0681	34 Ijaiye Road	Ogba, Ikeja	Phone on record	
Damtol Pharmacy	Retail	+234 806 020 1188	14 Yaya Abatan Street	Ogba, Ikeja	Phone on record	
HealthPlus Pharmacy - Adeniyi Jones	Chain Retail	+234 707 455 7548, +234 817 313 6117, +234 905 392 7662	68 Adeniyi Jones	Ogba, Ikeja	Phone on record	
IYFCARE Pharmacy	Retail	+234 706 150 1448	9 Wemco Road	Ogba, Ikeja	Phone on record	
Medexa Healthcare	Retail	+234 707 024 8373	25 Nob Oluwa Street, Off Wemco Road	Ogba, Ikeja	Phone on record	
Deeper Care Pharmacy	Retail	0803 308 2836	1 Agboyi Road, Ogudu Roundabout, Ogudu	Ogudu	Verified	Verified from published directory
Haven Pharmacy	Retail	0809 393 3043	116 Ogudu Road, Ogudu	Ogudu	Verified	Verified from published directory
Med Court	Retail	0802 729 1909	76 Ogudu Road, Ogudu	Ogudu	Verified	Verified from published directory
Neatline Pharmacy	Retail	0803 306 0577	1 Emmanuel High Street, Ogudu Road	Ogudu	Verified	Verified from published directory
Pharm Affairs	Retail	0705 214 1816	122 Ogudu Road, Ogudu	Ogudu	Verified	Verified from published directory
Sparcon HealthCare	Retail	0803 316 0543	19 Ogudu Road, Godwin Plaza, Ogudu	Ogudu	Verified	Verified from published directory
Jedidiah Pharmacy	Retail	Not listed	36 Adaloko Road, Adjacent Gabriel Junction, Ijankin, Ojo	Ojo	Needs phone verification	
Lopez Pharmacy	Retail	Not listed	10 Omila Road, Inikeke, Ojo	Ojo	Needs phone verification	
New Concept Pharmacy	Retail	Not listed	1 Arufa Street, Agric Bus stop, Ojo	Ojo	Needs phone verification	
Newton Pharmacy	Retail	Not listed	3/4 Adoff Bus stop, Iba-LASU Road, Ojo	Ojo	Needs phone verification	
Shorehealth Pharmacy	Retail	Not listed	258 Ilogbo Road, Kajola, Ojo	Ojo	Needs phone verification	
Taigab Pharmacy	Retail	Not listed	Etegbin Road, Shibiri, Ojo	Ojo	Needs phone verification	
Mac Evantus Pharmacy	Retail	0703 458 0102	101 Aina Street, Ojodu Berger	Ojodu	Verified	Verified from published directory
Pentad Pharmacy	Retail	0809 455 3000	893 Ogunnusi Road, Ojodu	Ojodu	Verified	Verified from published directory
Raymoo Pharmacy	Retail	0906 708 9477	1 Odozi Street, Ojodu	Ojodu	Verified	Verified from published directory
Rubby Pharmacy	Retail	0810 363 5496	73 Aina Street, Berger	Ojodu	Verified	Verified from published directory
Sanforte Pharmacy	Retail	0909 966 6076	8 Adebayo Shina Street, Ojodu	Ojodu	Verified	Verified from published directory
Zicron Pharmacy	Retail	0803 332 7373	420 Ogunnesi Road, Berger	Ojodu	Verified	Verified from published directory
Healthrite Pharmacy & Supermart	Retail	+234 704 922 6764	4 Ogunnusi Road	Ojodu, Ikeja	Phone on record	
Chikey Pharmacy	Retail	0818 151 3547	1 Roju Avenue, Ojota	Ojota	Verified	Verified from published directory
Divine Chemist (Ojota)	Retail	0803 488 2802	4 Ogudu Road, Ojota	Ojota	Verified	Verified from published directory
Herbinco Pharmacy (Ojota)	Retail	0807 407 9600 / 0805 846 1448	410 Ikorodu Road, Underbridge, Ojota	Ojota	Verified	Verified from published directory
Makinga Consult Pharmacy	Retail	0815 101 7557	24 Kujore Street, Ojota	Ojota	Verified	Verified from published directory
Marky Juddy	Retail	0802 319 3761	23 Adeshiga Street, Ojota	Ojota	Verified	Verified from published directory
Medplus Pharmacy - Ogudu	Chain Retail	+234 908 335 4474	45A Ogudu Road	Ojota	Phone on record	
Nemitt Pharmacy	Retail	0803 331 4315	95 Western Avenue, Gilgal Complex, Ojuelegba	Ojuelegba	Verified	Verified from published directory
Pharmforte Pharmacy	Retail	0703 676 7296	3 Abeo Street, Ojuelegba	Ojuelegba	Verified	Verified from published directory
Endymax Pharmacy & Stores Ltd	Retail	0906 438 3325	133 Samuel Ekunola Street, Ago Palace Way	Okota	Phone on record	
Legend of God Pharmacy	Retail	0809 390 2202	110 Ago Palace Way, Okota	Okota	Verified	Verified from published directory
Pivot Pharmacy	Retail	0818 712 6441 / 0708 913 4329	Elyon Plaza, 108 Ago Palace Way, Okota	Okota	Verified	Verified from published directory
Prezzy Pharmacy	Retail	Not listed	Christ Embassy Bus Stop, beside NIPCO Filling Station, Ago Palace Way, Okota	Okota	Needs phone verification	
TrooPharm (Okota)	Retail	0902 611 5994 / 0701 337 3673	2 Dr Fasheun Street, Off Century Hotel Bus stop, Ago Palace Way, Okota	Okota	Verified	Verified from published directory
Lonestar Pharmacy & Stores Nigeria Limited	Retail	+234 806 254 2940	1 Ijaola Street	Onigbongbo, Maryland	Phone on record	
Tonark Pharmacy	Retail	Not listed	City Mall, Shop G18 Onikan, Opp. MUSON Centre	Onikan	Needs phone verification	
Tonark Pharmacy & Health Shop	Retail	01 271 8588, 0803 334 3202, 0819 196 5997	Shop G18, City Mall	Onikan	Phone on record	
Chemart Pharmacy (Oniru)	Retail	0811 319 4818	Feebees Supermarket, 28 Chief Yesufu Abiodun Road, Oniru	Oniru	Verified	Verified from published directory
Pius & Gina Pharmacy (Opebi)	Retail	Not listed	62 Opebi Road, Opebi-Ikeja	Opebi	Needs phone verification	
Alpha Pharmacy & Stores Ltd	Chain Retail	+234 813 404 1020	2B Alabi Street, Off Toyin Street	Opebi, Ikeja	Phone on record	Confirmed
Fembrook Pharmacy	Retail	+234 906 232 2818	Groundsquare Supermarket, 38B Mobolaji Johnson Avenue	Oregun, Ikeja	Phone on record	
Medplus Pharmacy - Ikeja Mall	Chain Retail	+234 701 348 9462	Ikeja City Mall, Obafemi Awolowo Way	Oregun, Ikeja	Phone on record	
Pharmacy Plus Ltd	Retail	+234 808 481 8243	28 Olanrewaju Street, Off Billings Way	Oregun, Ikeja	Phone on record	
E.U. Emmason Pharmacy	Retail	0817 818 6376	1 Bale Street, Orile Bus-stop, Orile Iganmu	Orile-Iganmu	Verified	Verified from published directory
Keamax Pharmacy	Retail Pharmacy	0803 398 7987, 0817 136 8231	101 Iganmu Road	Orile-Iganmu	Phone on record	
Appealing Pharmacy	Retail	0803 001 5313	7 Ogunoloko Street, Mafoluku, Oshodi	Oshodi	Verified	Verified from published directory
Bestlaw Pharmacy	Retail	0803 363 5602 / 0803 563 5602	7 Oshodi Road, By Post Office, Oshodi	Oshodi	Verified	Verified from published directory
Brightmex Pharmacy	Retail	0802 618 6745	47 Makinde Street, Oshodi	Oshodi	Verified	Verified from published directory
Chi-Link Pharmacy	Retail	0803 572 1052	16 Daodu Street, Oshodi	Oshodi	Verified	Verified from published directory
Chosen Light PMS	Retail	0817 754 7494 / 0803 845 9828	4 Banjoko Street, Oshodi	Oshodi	Verified	Verified from published directory
Drugzone Pharmacy	Retail	0813 443 0679	11 Church Street, Oshodi	Oshodi	Verified	Verified from published directory
Fenomas Pharmacy	Retail	0803 329 0651	41 Daodu Street, Oshodi	Oshodi	Verified	Verified from published directory
Geneith Pharmaceuticals Ltd	Manufacturer/Distributor	0812 900 8556	12 Adewale Crescent	Oshodi	Phone on record	
Gloryzone Pharmacy	Retail	0802 536 0331 / 0701 917 5782	Furniture Bus stop, Ogunloko, Oshodi	Oshodi	Verified	Verified from published directory
Healthmax Pharmacy	Retail	Not listed	22 Ogunyika Street, Mafoluku, Oshodi	Oshodi	Needs phone verification	
Homilys Pharmacy	Retail	0701 917 5782 / 0701 917 5782	27 Baderu Street, Oshodi	Oshodi	Verified	Verified from published directory
Pillzone Pharmacy	Retail	Not listed	21 Ogunwemimo Street, Mafoluku, Oshodi	Oshodi	Needs phone verification	
Rehoboth Pharmacy	Retail	0813 303 7868	1 Joseph Street, Off Adeyemi Street, Mafoluku	Oshodi	Verified	Verified from published directory
Rehoboth Pharmacy (Oshodi)	Retail	Not listed	32 Ishola Anigbajumo Street, Off Afariaogun Street, Orile, Oshodi	Oshodi	Needs phone verification	
Resurrection Pharmacy	Retail	0803 200 4020	42 Brown Street, Oshodi	Oshodi	Verified	Verified from published directory
ABJ Pharmaceutical Limited	Retail / Wholesale	0803 302 9420, 0803 308 5441	193/195 Ago Palace Way, Okota	Oshodi-Isolo	Phone on record	
Everyday Pharmacy	Retail	0803 304 6112, 0816 701 1225	111/113 Ago Palace Way, Okota	Oshodi-Isolo	Phone on record	
Arisek Pharmacy	Retail	0817 363 1989	113 Ildiroko Road, Baby'o Bus stop	Ota	Verified	Verified from published directory
Chitexco Pharmacy	Retail	0817 077 3948 / 0805 513 2851	142 Iganmode Road, Ota	Ota	Verified	Verified from published directory
Ezialpha Pharmacy	Retail	0803 693 5850	22 Ketere Road, Sango Ota	Ota	Verified	Verified from published directory
Gilbam Pharmacy	Retail	Not listed	14 Ildiroko Road, Sango Ota	Ota	Needs phone verification	
Globalms Pharmacy	Retail	0803 207 1335	106 Ilo-Awela Road, Toll-Gate, Ota	Ota	Verified	Verified from published directory
Hardej Pharmacy	Retail	0803 373 8101	99 Iganmode Road, Otta	Ota	Verified	Verified from published directory
Royal Diamond Pharmacy	Retail	0806 637 1818	Plot 1, 2nd Powerline, Fatoba Estate, Old Ilogbo Road, Oju-Ore	Ota	Verified	Verified from published directory
Naza Pharmacy Limited	Retail	0802 817 8449	1 Ohamu Street, Olojojo, Oworoshoki	Oworoshoki	Verified	Verified from published directory
Jossy Pharmacy	Retail	0802 332 5908	20 Lagos Abeokuta Road, Sango	Sango	Verified	Verified from published directory
Sabesco Global	Retail	0903 122 5616	20 Lagos Abeokuta Road, Sango	Sango	Verified	Verified from published directory
Medplus Pharmacy - Novare Lekki	Retail	0818 868 7911	Novare Lekki Mall, Sangotedo	Sangotedo	Verified	Verified from published directory
Vinco Pharmaceutical Nigeria Limited	Manufacturer	0803 300 7351 / 0909 006 5401	4B Dupe Otegbola Street, Opp. Navy Town, Satellite, Lagos	Satellite Town	Verified	Verified from published directory
Bluerex Pharmacy	Retail	Not listed	1 Olufemi Ojo Street, Shasha	Shasha	Needs phone verification	
Farenmore Pharmacy	Retail	Not listed	Shasha Market, Shasha	Shasha	Needs phone verification	
Ajao Samuel Pharmacy	Retail	0816 676 2607	7 Fetuga Street, Ladi-Lak Bus stop	Shomolu	Verified	Verified from published directory
Drug Consult Pharmacy	Retail	0818 484 9563	52 Shipeolu Street, Shomolu	Shomolu	Verified	Verified from published directory
Grand Healthcare	Retail	0806 347 6801	107 Bajulaye Road, Shomolu	Shomolu	Verified	Verified from published directory
Kaycee Pharmacy	Retail	0812 706 3248	5 Market Street, Shomolu	Shomolu	Verified	Verified from published directory
Kem Pharmacy	Retail	0812 903 8344	46 Oguntolu Street, Shomolu	Shomolu	Verified	Verified from published directory
R.L. Upright Pharmacy	Retail	0817 292 2059	15 Market Street, Shomolu	Shomolu	Verified	Verified from published directory
Pharmfit Pharmacy	Retail	Not listed	83 Apata Street, Somolu	Somolu	Needs phone verification	
ABJ Pharmaceuticals Ltd (Surulere)	Retail	Not listed	13 Brown Road, Aguda, Surulere	Surulere	Needs phone verification	
ATSI Pharmacy Nigeria Limited	Retail	0701 799 3526, 0803 320 0887	Unit 6, 52 James Robertson Street, Off Alhaji Masha Road	Surulere	Phone on record	
Able-T Pharm. & Stores	Retail	Not listed	36 Olatilewa Street, Surulere	Surulere	Needs phone verification	
Afro-Health Pharm. Ltd	Retail	Not listed	30 Bode Thomas Street, Surulere	Surulere	Needs phone verification	
Agary Pharmaceuticals Ltd	Retail	Not listed	40 Ojuelegba Road, Surulere	Surulere	Needs phone verification	
Amaks Chemists & Ind. Ltd	Retail	Not listed	7B Ilorin Street, Adelabu, Surulere	Surulere	Needs phone verification	
Anuga Pharmacy	Retail	Not listed	54 Olufemi Road, Surulere	Surulere	Needs phone verification	
Bayston Pharm. Nig. Ltd	Retail	Not listed	14 Dayo Ojutiku Street, Ikate, Surulere	Surulere	Needs phone verification	
Benzyk Pharmacy Ltd	Retail	Not listed	Not specified, Surulere	Surulere	Needs phone verification	
Bernadds Pharmacy	Retail	01 584 8008	58 Western Avenue	Surulere	Phone on record	
Bernados Pharmacy	Retail	01 452 8705, 0704 237 1579, 0803 301 8022	108 Western Avenue, Ojuelegba	Surulere	Phone on record	
Boluke Pharmacy - Surulere	Retail	+234 816 287 9045	17 Adebola Ojomu Street, Iganmu	Surulere	Phone on record	
Careforte Pharmacy - Surulere	Retail Chain	0704 474 3759	221 Etim Inyang Crescent, Victoria Island	Surulere	Verified	Verified - Phone & address updated
Chijons Pharmacy and Supermarket	Retail	+234 811 488 2567	27 Adeshina Street, Ijesha Road	Surulere	Phone on record	
Divine Grace Pharmacy	Retail	+234 803 475 3228	Bode Thomas Street	Surulere	Phone on record	
Dominus Pharmacy	Retail	+234 818 730 6499	45 Adeniran Ogunsanya Street	Surulere	Phone on record	
Duke Pharmacy	Retail	+234 803 300 6478	Adeniran Ogunsanya Street	Surulere	Phone on record	
E-care Pharmacy Ltd	Retail	+234 906 394 2699	4 Odolowu Street, Ijesha Road	Surulere	Phone on record	
El-Lab Pharmacy	Retail	+234 802 312 1659	Ogunlana Drive	Surulere	Phone on record	
Express Pharmacy	Retail	+234 906 095 7302	172 Akerele Road	Surulere	Phone on record	
Goodlife Pharmacy	Retail	+234 703 561 2087	Aguda	Surulere	Phone on record	
HealthPlus Pharmacy - Adeniran Ogunsanya	Chain Retail	0809 589 7913	Adeniran Ogunsanya Shopping Mall	Surulere	Phone on record	Confirmed - phone found
Healthrite Pharmacy & Supermart	Retail	+234 916 867 5007	72 Akerele Street	Surulere	Phone on record	
Healthrite Pharmacy (Surulere)	Retail	Not listed	Western Avenue, Surulere	Surulere	Needs phone verification	
Healthwise Pharmacy	Retail	+234 803 723 4510	Itire Road	Surulere	Phone on record	
Kaizen Pharmacy and Healthcare Services	Retail	+234 802 541 5810	Rita Lori Hotel Junction, Babs Animashaun Road, Off Bode Thomas Street	Surulere	Phone on record	
Lifecrest Pharmacy	Retail	+234 809 112 8854	Adelabu Street	Surulere	Phone on record	
Medisure Pharmacy	Retail	+234 803 456 1120	Ogunlana Drive	Surulere	Phone on record	
Medmac Pharma	Retail	+234 707 099 7209	17 Durojaiye Street, Lawanson	Surulere	Phone on record	
Medplus Pharmacy - Adeniran Ogunsanya Shoprite Mall	Chain Retail	+234 701 348 9463	Adeniran Ogunsanya Street	Surulere	Phone on record	
Medplus Pharmacy - Bode Thomas	Chain Retail	+234 915 259 2965	Bode Thomas Street	Surulere	Phone on record	
Medplus Pharmacy - Ogunlana Drive	Chain Retail	+234 818 381 2589	113 Ogunlana Drive	Surulere	Phone on record	
Newcare Pharmacy	Retail	+234 803 311 8295	Akerele Street	Surulere	Phone on record	
PWDA Nigeria (Office)	Association	0803 307 4656	95 Funsho Williams Avenue, Surulere, Lagos	Surulere	Verified	Verified from published directory
Pharmadey Pharmacy	Retail	+234 808 184 3801	12 Agbonyin Avenue, Off Adelabu Street	Surulere	Phone on record	
Pillbox Pharmacy	Retail	+234 803 401 2288	Aguda	Surulere	Phone on record	
SKI Pharmacy	Retail	Not listed	183A Akerele Street, Surulere	Surulere	Needs phone verification	
ShowerCare Pharmacy and Supermarket	Pharmacy & Supermarket	+234 902 481 0973	4 Irone Avenue	Surulere	Phone on record	
Silverline Pharmacy	Retail	+234 816 433 1828	18 Olatunde Onimole Street	Surulere	Phone on record	
Springlife Pharmacy	Retail	+234 806 212 9876	Adelabu Street	Surulere	Phone on record	
St. Nicholas Pharmacy	Retail	No public number on record	Western Avenue (Funsho Williams Avenue)	Surulere	Needs phone verification	
Tandem Pharmacy & Stores	Retail	01 774 8427	9 Adeniji Adefioye Street	Surulere	Phone on record	
Tolmar Pharmacy	Retail	+234 803 309 6316	Ojuelegba Road	Surulere	Phone on record	
Tonia Pharmacy	Retail	+234 803 331 2297	Lawanson	Surulere	Phone on record	
Vaticabells	Retail	+234 803 301 9432	61 Ogunlana Drive	Surulere	Phone on record	
Vatican Pharmacy	Retail	+234 806 173 0859	3 Akerele Street	Surulere	Phone on record	
Victory Pharmacy & Stores	Retail	+234 802 874 9936	Bode Thomas Street	Surulere	Phone on record	
Aaroon Blossom Pharmacy	Retail	Not listed	Plot 269B Muri Okunola Street, Victoria Island	Victoria Island	Needs phone verification	
Alpha Pharmacy & Stores Victoria Island	Chain Retail	+234 906 244 0967	31 Ologun Agbaje Street, Off Adeola Odeku Street	Victoria Island	Phone on record	
Baykins Pharmacy	Retail	+234 909 980 0050	Palace Road	Victoria Island	Phone on record	
Careforte Pharmacy	Chain Retail	0704 474 3759	221 Etim Inyang Crescent, Victoria Island	Victoria Island	Verified	Verified - Phone & address updated
Careforte Pharmacy & Health Shop	Retail	0704 474 3759	221 Etim Inyang Crescent, Victoria Island	Victoria Island	Verified	Verified - Phone & address updated
Chemart Pharmacy (VI)	Retail	0909 463 2241	3/5 Adeyemo Alakija, Victoria Island	Victoria Island	Verified	Verified from published directory
Lidone Pharmacy & Health Shop	Retail Pharmacy	0803 304 1649, 0808 436 2321	Novena Majesty Plaza, 141 Ahmadu Bello Way	Victoria Island	Phone on record	
Lifemed Pharmacy	Retail	0703 514 8751, 0803 526 7817	Dine Mall, 33 Ahmadu Bello Way	Victoria Island	Phone on record	
Medplus	Retail / Pharmaceutical	+234 701 582 7743	2 Adeola Odeku Street	Victoria Island	Phone on record	
Medplus - Saka Tinubu	Retail Chain	+234 701 348 9458	45 Saka Tinubu St	Victoria Island	Phone on record	Confirmed
Medplus Pharmacy - Experience Centre	Chain Retail	+234 905 392 7665	26 Adeola Hopewell Street	Victoria Island	Phone on record	
Medplus Pharmacy - Landmark Mall	Chain Retail	+234 815 597 5356	Landmark Retail Boulevard, Oniru Estate	Victoria Island	Phone on record	
Medplus Pharmacy - Tantalizers	Chain Retail	+234 701 348 9459	Tantalizers Building, 58 Adetokunbo Ademola Street	Victoria Island	Phone on record	
Medvacc Pharmaceuticals Limited	Distributor	0802 224 5920, 0803 828 3217	16 Karimu Kotun Street	Victoria Island	Phone on record	
Mopheth Pharmacy	Retail	0802 315 0551	23A Adeola Odeku Street, Victoria Island	Victoria Island	Verified	Verified from published directory
Mopheth Pharmacy Victoria Island Lagos	Retail Chain	+234 808 672 6291	23A Adeola Odeku St	Victoria Island	Phone on record	Confirmed
Nordica Pharmacy	Specialist Pharmacy	No public number on record	Not specified	Victoria Island	Needs phone verification	
Pharmalife Pharmacy	Retail	Not listed	Dreams Plaza, 7 Bishop Aboyade Cole Street, VI	Victoria Island	Needs phone verification	
Pharmazon Pharmacy & Supermart	Retail	+234 706 183 9866	292E Ajose Adeogun Street	Victoria Island	Phone on record	
Queen Pharmacy	Retail	01 270 8562, 0803 335 3614	9B Adeola Odeku Street	Victoria Island	Phone on record	
SS-Tech Pharmacy	Retail	+234 707 640 1842	33 Saka Tinubu Street	Victoria Island	Phone on record	
Totem Pharmacy	Retail	+234 909 808 6836	56B Adeola Odeku Street	Victoria Island	Phone on record	
Al-Pharma Pharmacy Ltd	Retail	0803 518 0712	4 Bright Oridani Street, Akoka, Yaba	Yaba	Verified	Verified from published directory
Dependo Pharmacy	Retail	0803 562 4346	11 Makoko Road, Yaba	Yaba	Verified	Verified from published directory
Drug Point Pharmacy	Retail	0817 400 9128	9 University Road, Abule Oja, Yaba	Yaba	Verified	Verified from published directory
Drug Smith Pharmacy	Retail	0908 324 8386	105 Herbert Macaulay Way, Adekunle, Yaba	Yaba	Verified	Verified from published directory
Express Aid Pharmacy	Retail	0909 738 2982	8 University Road	Yaba	Phone on record	
Giant Strides Pharmacy	Retail	0807 425 1160	236 Herbert Macaulay Way	Yaba	Phone on record	
Health Plus Pharmacy (Yaba)	Retail	Not listed	Suite G009, Domino E Center, 1-11 Commercial Avenue, Yaba	Yaba	Needs phone verification	
Health Serve Pharmacy	Retail	0802 322 6540	11 Oweh Street, Fadeyi	Yaba	Phone on record	
HealthServePlus Pharmacy Ltd	Retail	0703 804 1309	4 Alhaja Oluwakemi Street, Anthony Village	Yaba	Verified	Verified - Phone & address corrected
Healthspring Pharmacy	Retail	0814 984 8469	2 Oweh Street, Fadeyi Bus stop	Yaba	Verified	Verified from published directory
Healthy Pulse Pharmacy Ltd	Retail	No public number on record	346 Herbert Macaulay Way	Yaba	Needs phone verification	
Kasville Pharmacy	Retail	0810 454 2510	22 Montgomery Road	Yaba	Phone on record	
Lexicon Pharmacy & Supermarket	Retail	0702 938 9149	6 Iwaya Road, Onike, Yaba	Yaba	Verified	Verified from published directory
Livewell Pharmacy	Retail	No public number on record	Yaba	Yaba	Needs phone verification	
Medlounge Pharmacy	Retail	Not listed	285 Herbert Macaulay Way, Yaba	Yaba	Needs phone verification	
Metromeds Pharmacy Limited	Retail	0817 283 6273	6 Queens Street Casino, Off Herbert Macaulay Way	Yaba	Phone on record	
Okolowhite Pharmacy	Retail	0803 321 7034	41A Commercial Avenue, Sabo	Yaba	Verified	Verified from published directory
Omowunmi Titilayo Pharmacy	Retail	0802 594 3727	371 Borno Way, Alagomeji	Yaba	Phone on record	
Pharma Solutions	Retail / Medical Supplies	0809 111 1608, 0809 111 1908, 0810 493 1060	25 Montgomery Road, Off Herbert Macaulay Way	Yaba	Phone on record	
Pharmasolution Pharmacy	Retail	0703 037 4411	28 Commercial Avenue, Yaba	Yaba	Verified	Verified from published directory
Pill Box Pharmacy (Yaba)	Retail	0706 119 0149	5 Olumo Street, Onike, Yaba	Yaba	Verified	Verified from published directory
Remey Pharmacy	Retail	0803 325 7114	Tanimo Street, Off Ikorodu Road, Fadeyi Bus stop	Yaba	Verified	Verified from published directory
Reneca Pharmacy	Retail	0809 759 2042	17 Mosuro Street, Abule Oja, Yaba	Yaba	Verified	Verified from published directory
